OBJECTID,Cn_Name,GlobalID,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,x,y
17315,Kombel market center,{62F19B3E-AE2F-43BA-8DB1-BD5F85DB7B17},Seden Sodo,ET041310,South West Shewa,ET0413,Oromia,ET04,38.284952,8.393522
52281,GODA DULA YABATA KEBELE MARKET CENTER,{17AEB16E-0FBA-45D4-8735-588A34D13275},Seden Sodo,ET041310,South West Shewa,ET0413,Oromia,ET04,38.358297,8.445227
52338,Ye Beceki Market Center,{3609C6DE-0B30-48C2-AA56-A61612DBA19D},Sodo Daci,ET041314,South West Shewa,ET0413,Oromia,ET04,38.670161,8.414687
53991,Haro wato,{F297E9AB-6947-4BA9-81CD-55B3892BD04D},Uraga,ET041401,Guji,ET0414,Oromia,ET04,38.609135,6.031188
53998,Haro Hadama,{FCF5148D-3395-4444-8001-DF9188213FCA},Uraga,ET041401,Guji,ET0414,Oromia,ET04,38.674327,6.038233
53999,SALAGAJABA GEBEYA BOTA,{B0F8BA06-C1FD-4BA2-B23D-4AC3A30D6A26},Uraga,ET041401,Guji,ET0414,Oromia,ET04,38.629997,6.115448
54006,YABITU HARO LABATTU GULIT GEBAYA,{D477FFC3-462A-4FD4-8C48-3B04C7484AA2},Uraga,ET041401,Guji,ET0414,Oromia,ET04,38.553147,6.007370
18292,suke bonbe market center,{B7A76530-5B29-434A-92F3-D849E7D32607},Bore,ET041402,Guji,ET0414,Oromia,ET04,38.724445,6.381143
18293,suke bonbe animal market center,{8CB70F8A-C816-4290-9755-88CC4D103B78},Bore,ET041402,Guji,ET0414,Oromia,ET04,38.725740,6.381201
53760,tatesa hanchule market center,{55BB2C97-9FBF-4DBB-8A63-B324BBBDA0FC},Bore,ET041402,Guji,ET0414,Oromia,ET04,38.482494,6.362776
53710,Welena Beri YEGEBEYA BOTA,{6D7B1C57-6A2C-4CEE-B4A4-BDA5934E97B6},Adola,ET041403,Guji,ET0414,Oromia,ET04,38.977008,5.940634
53877,KORCHA KEBELE YEGEBEYA BOTA,{105A26BB-6C65-4377-84FF-8C708FA0FD81},Odo Shakiso,ET041405,Guji,ET0414,Oromia,ET04,38.705571,5.697294
53923,beda kesa ye gebeya makele,{BDA3669B-5C2D-4C03-B17D-A4F1C6DB72C8},Odo Shakiso,ET041405,Guji,ET0414,Oromia,ET04,38.886767,5.820577
46822,Utulu. Market,{62A8B835-A48E-473C-8F1F-C8DB69A93196},Saba Boru,ET041412,Guji,ET0414,Oromia,ET04,39.159863,5.449470
53944,Keticha Gebeya bota,{413B5299-794C-429C-B4EF-FD5D75539ED8},Saba Boru,ET041412,Guji,ET0414,Oromia,ET04,39.006596,5.447664
53956,Lolotu Gebeya bota,{67CF0BC9-4F48-4441-B40D-76E68D96D63F},Saba Boru,ET041412,Guji,ET0414,Oromia,ET04,39.083532,5.639182
53979,Utulu. Market,{769D6DE1-D5D7-4ED8-BA38-AC56DC24B51D},Saba Boru,ET041412,Guji,ET0414,Oromia,ET04,39.159863,5.449470
53721,Wacho Dima Got Yalew Ye Gebiya Bot,{D8D664F6-CD13-4A85-B5E4-823D4FDF93FB},Aga Wayu,ET041482,Guji,ET0414,Oromia,ET04,38.805644,5.401871
53819,Burkitu Marmara,{43997D85-6EBA-43AF-B97F-81FCEBCE3656},Haro Walabu,ET041490,Guji,ET0414,Oromia,ET04,38.431706,6.084268
54136,kelalitu gebeya,{A963541C-8946-4A52-BE84-AB3C2BB8EEF3},Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,38.327521,5.626121
54154,Ye Dogosodo kebele gebeya bota,{CE6321F4-F649-4CA7-A27B-0FF1B05592D3},Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,38.322684,5.743099
54157,okolu,{B42E3AED-A14F-4910-93E1-3795E46BAB22},Bule Hora,ET041501,West Guji,ET0415,Oromia,ET04,38.303568,5.820032
50956,Anole gebeya bota,{BFAA9869-70A6-433B-8786-189DA5AC293D},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.160835,6.168355
50969,wachle gebeya,{22A0372D-848D-4FD4-912B-BB3D69D796C2},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.174230,6.204539
50983,bochesa bitu gebeya,{AA0EE607-66B2-478C-A8ED-4CE68A222B7A},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.136248,6.183803
50994,telesa market center,{7ECDF35C-A505-486F-A1A5-79896EBDDA96},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.113182,6.179973
50998,gelo taba gebeya,{39C04A48-13BC-4412-883E-F223A7EC2549},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.023223,6.216068
51002,Tora Sagno gebeya bota,{CA688D39-8BF5-4BA7-B563-0B449A03C4C2},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,37.904571,6.205367
51005,Checha Arbi gebeya bota,{1712D41A-E0E8-4DE6-8351-3F437528DCBC},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,37.883205,6.184751
51012,arero market center,{AFF3DBE6-F6B8-47CD-8F4C-91C46BD35397},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.149919,6.426062
54048,Anole gebeya bota,{9D1891A6-438E-44F2-BE1D-1BC1BF597E51},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.160835,6.168355
54061,wachle gebeya,{7193C568-C424-4D4A-8264-2F7218172917},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.174230,6.204539
54075,bochesa bitu gebeya,{0BB06BCC-D8C7-43A0-9C69-ABDA58629D55},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.136248,6.183803
54086,telesa market center,{EDA67100-E926-403A-BB57-4D1C5AEAB6F2},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.113182,6.179973
54090,gelo taba gebeya,{2FD213D9-5488-4A32-BE93-A7597FABE6F1},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.023223,6.216068
54094,Tora Sagno gebeya bota,{ED248820-214A-41C8-B022-BEC49B4397DD},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,37.904571,6.205367
54097,Checha Arbi gebeya bota,{EA3642DB-8CDE-4B8B-A9C9-3A5A0266FB8F},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,37.883205,6.184751
54104,arero market center,{AA1F4378-A19C-4A94-9E00-3295AAE8C8C5},Abaya,ET041513,West Guji,ET0415,Oromia,ET04,38.149919,6.426062
54328,Hilinxo Zone Market Senter,{E3FD5000-7D9A-467A-8CA8-15CFEE7C0419},Melka Soda,ET041518,West Guji,ET0415,Oromia,ET04,38.633387,5.660173
54339,Ye Walena Bokosa Gebiya Bota,{F85FE0DB-27B9-49C1-93B6-AD3DBE07803E},Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,37.962832,5.465862
54343,Makala,{E12EDDDB-443A-42EA-A370-3E5037FB8E34},Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,38.006400,5.464043
54357,Ye Didole Gebiya bota,{CB0E4469-CF13-446D-8F16-A4A9CB71E3AF},Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,38.098122,5.650685
54112,BUNA GEBEYA,{CACF9E72-A61B-4170-A096-593A4684C828},Birbirsa Kojowa,ET041596,West Guji,ET0415,Oromia,ET04,38.566642,5.724283
54116,BUNA GEBEYA GUTE MAZORIYA,{162C5519-23F7-48F4-8D26-A31C300E4035},Birbirsa Kojowa,ET041596,West Guji,ET0415,Oromia,ET04,38.535793,5.807420
38233,Monday,{F9046393-B47F-4F17-85D3-9DB89F36D88E},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.162973,8.465953
38262,Ye ABBA GOROO gebeya Maikel,{2B414508-7671-4FE6-90B0-CF4CA95D6880},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.026930,8.490602
38271,Umbe,{FDB903BE-1C2C-4D5A-B496-4899D93BB158},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.103237,8.466042
38283,Bero Serite,{8FA3E1F1-C965-466A-95F3-E65AF2691B75},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.112947,8.516471
38286,Gefo Digaja,{AD8713DB-0D13-4FA1-9DFF-E30A249D18DA},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.063787,8.503888
38294,Embaro Bonga,{2785479B-BD9E-4221-B871-1ABC39343F81},Chora (Buno Bedele),ET041603,Buno Bedele,ET0416,Oromia,ET04,36.207385,8.454032
38198,TULAMA MARKET PLACE,{33946E24-507D-4952-AF09-74D38DC540D8},Dabo Hana,ET041605,Buno Bedele,ET0416,Oromia,ET04,36.293152,8.781767
38581,Burka Anani,{FC5D9798-5DD7-477E-9EDC-24FE4C046EE5},Dabo Hana,ET041605,Buno Bedele,ET0416,Oromia,ET04,36.293265,8.876692
38420,AREBA GEBIYA,{38B5C241-67FE-431F-B239-C36E992CF6CC},Borecha,ET041607,Buno Bedele,ET0416,Oromia,ET04,36.686697,8.458928
38078,YE BULI NURA SUQ/SMALL SHOP,{0E06BD9A-789E-442B-81C4-64719EDA3DBB},Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,36.503332,8.114292
38099,SINESO,{7F296BE0-39F1-4DFA-A8E1-EF071DF1F7A0},Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,36.544792,8.137649
38149,CHALO MARKET CENTER,{0DA06C13-0569-4A5A-AF73-96DD08C406B4},Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,36.607564,8.084913
38160,DOYO,{37F7B5FC-BAED-47D4-870B-963179021B16},Dedesa,ET041608,Buno Bedele,ET0416,Oromia,ET04,36.744435,8.139818
38461,Teba Chebeli,{967483BD-E482-4DE8-9BE3-9745E7E4DC45},Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,36.270038,8.400880
38463,Milko Yura,{037FA39F-7592-4917-B87A-903508B7429C},Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,36.336783,8.312905
38479,Kolo Siri Market Center,{DB896421-6692-4311-BCC2-50F8866D1160},Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,36.490870,8.563595
38511,Banshure,{6A0DAA0D-C81F-47C6-9E9D-6DA80B34430C},Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,36.371453,8.534408
38519,Haro Tore,{93BA140D-9158-4AE1-A9E9-285FEEEE477E},Bedele Zuria,ET041622,Buno Bedele,ET0416,Oromia,ET04,36.300572,8.518435
38551,Selasa,{D22E665B-621B-4DC2-ACFE-2D9FAD4FC890},Chwaka,ET041623,Buno Bedele,ET0416,Oromia,ET04,36.117238,8.982040
38553,eluharer,{F7BB5509-4DCE-4290-B322-802F1A908ABA},Chwaka,ET041623,Buno Bedele,ET0416,Oromia,ET04,36.153913,8.914808
38572,Kanani Jenata,{8982563F-C35B-4D49-9432-743886773C52},Chwaka,ET041623,Buno Bedele,ET0416,Oromia,ET04,36.177140,8.839653
48795,Ye Kebti Gebeya,{4DCF67A2-AC84-4C42-A847-E9FE56BA2BDB},Arsi Negele,ET041703,West Arsi,ET0417,Oromia,ET04,38.664671,7.362259
48932,aluma gebeya,{8ED27AC3-B5EA-4490-A256-120B61DBA33B},Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,39.325993,6.895447
48946,ye kechema,{0BA3BB9C-934E-4577-92B8-65E55EC6ED33},Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,39.124758,6.969968
48962,biqiqa yegabaya bota,{12766891-53F9-4004-910D-5AF4F1F7AF29},Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,39.242889,6.776363
48963,ose gebeya,{387F9196-CF97-4BFC-9A90-4639CDCA1922},Dodola,ET041707,West Arsi,ET0417,Oromia,ET04,39.375638,6.734237
18052,market,{7438F10B-8EDD-4F7C-814A-FCFD9632D287},Kokosa,ET041708,West Arsi,ET0417,Oromia,ET04,38.647493,6.813398
48673,jafero gebeya,{56637FA0-6808-4CC3-B41C-E51F99F8C06B},Kokosa,ET041708,West Arsi,ET0417,Oromia,ET04,38.750917,6.813708
48677,abeke gebya,{1007EF7E-82A1-456D-A860-A731599696F2},Kokosa,ET041708,West Arsi,ET0417,Oromia,ET04,38.789871,6.927208
48625,ye refisa gebeya bota,{FE97E705-CB85-411D-A6CF-9649FFD6E66E},Nenesebo,ET041709,West Arsi,ET0417,Oromia,ET04,39.146168,6.613794
48628,ye melka denbi gebeya,{3EA29BC7-CE6C-40AB-9E78-DB3A2688CC4B},Nenesebo,ET041709,West Arsi,ET0417,Oromia,ET04,39.118855,6.474292
48959,ashena gebeya,{1662AA47-259E-4DA2-B5A4-36C9E3516F92},Nenesebo,ET041709,West Arsi,ET0417,Oromia,ET04,39.184810,6.740820
55137,Adabaye,{6E4913EA-BB5C-4E3A-9209-696964023721},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.584462,7.285945
55145,alamitu banto,{DA12CC85-73D3-4E3F-B12D-EB510A0B3995},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.546198,7.171727
55148,mustaf gamada,{FF84AF61-D095-4676-8E66-B4B486F428FD},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.548247,7.172400
55149,dinkinash ashebo,{487483A7-FE24-4550-95D2-A1C370DAD69E},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.563023,7.179723
55150,dasa galato,{55BE4808-0DFD-4DEE-B89D-CBAF8CB3B492},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.559413,7.177363
55152,abiti suqi,{80CD889D-CB6B-4F90-A188-83868A2BC8D8},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.560083,7.177762
55158,nageso bati,{9C3928BB-50BF-46AE-A341-E801C65A1542},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.532472,7.189842
55183,Ye ato Said Gemachu yeihil Megazen,{9C923525-B72B-45B4-83CF-6ABA8A5273DF},Shashemene Zuria,ET041712,West Arsi,ET0417,Oromia,ET04,38.613086,7.225831
48906,maksegno,{0F875A0C-731B-4D87-9BD8-406626EF3292},Heban Arsi,ET041783,West Arsi,ET0417,Oromia,ET04,38.840768,7.368275
48910,Alembada,{CCF2BB6A-7A78-463B-99B5-65DCC3EB6DF7},Heban Arsi,ET041783,West Arsi,ET0417,Oromia,ET04,38.750515,7.484321
48668,TULLA,{E7209944-D7F6-452F-9272-E7C4B3191D32},Wondo,ET041797,West Arsi,ET0417,Oromia,ET04,38.677023,7.100687
45793,GABA SANBETA DURA,{D60E81DE-B89E-43DC-8DA2-2D644DDA8297},Hawa Galan,ET041801,Kelem Wellega,ET0418,Oromia,ET04,34.879078,8.641937
45809,IHUD GABIYA,{52B1CE1E-93D3-462C-BFC2-F4ECB47EC5DA},Hawa Galan,ET041801,Kelem Wellega,ET0418,Oromia,ET04,34.933458,8.620730
46174,AKUKU GABAYA,{624BD6C4-3299-4474-B2DD-CF8F5C09A652},Yama Logi Welel,ET041802,Kelem Wellega,ET0418,Oromia,ET04,34.899107,8.821012
45509,DIRK CABEL,{2B4D5631-57CD-4454-8F0F-5C603DEABF42},Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,34.893217,8.944187
45554,BEJO KOBECHA,{AF82EEC8-E458-4FFB-8A64-E59C27C1FC5D},Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,34.914107,9.052408
45562,GAWWA,{FEC49898-79C5-4E83-9493-301C31C96E4D},Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,34.880025,9.199085
45573,GANKA ICO,{FA1D0D2D-F0D6-4696-B7A1-9168AE6FE32D},Gawo Kebe,ET041804,Kelem Wellega,ET0418,Oromia,ET04,34.983485,9.102337
46049,Minko,{11735AD9-A000-4C94-B3BF-40C2720EA36A},Sayo,ET041805,Kelem Wellega,ET0418,Oromia,ET04,34.849725,8.577727
46092,ALAKU SOXI  KAMISA MARKET CENTER,{9B485D29-7EEC-4C2E-ABBF-36EE3C9E67D0},Sayo,ET041805,Kelem Wellega,ET0418,Oromia,ET04,34.739445,8.646823
45258,Ye Shebel Fana Kebele Gebeya Bota.,{FA23FC5C-F9FE-4733-90F2-419BE6F06F70},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.585091,8.487848
45282,Yetti Eyihud Gabaya,{A214BD6C-0662-4B67-A121-CAE290457155},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.565555,8.524627
45288,Ye Huhudi Gabaya,{D7BC0A0E-0D1E-4659-92BD-F0086C726D6F},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.625550,8.464955
45294,Ye Kuro Gabaya,{5A87840F-AACE-406E-8E0E-6B2B36CCF205},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.647517,8.498462
45307,Duri Gabeya bota,{5FFFB175-563D-45D6-8013-0CD440F39D6C},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.548362,8.503911
45308,Yaga Gabeya bota,{E0A2E0C3-7BE9-4347-8F9D-BA73440364F2},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.531465,8.531243
45311,Gomi Gabeya bota,{2178FFE5-FDDE-472F-BBAD-493C4868BEC7},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.529276,8.515853
45331,Ye Gebeya Bota.,{6DC2684B-7577-4F8C-B491-0F0CE3525618},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.647442,8.765993
45343,Ye Fandacha Arbi gabaya  bota,{AD682B2B-3520-447D-BAFE-9F16FC1BEE86},Anfilo,ET041807,Kelem Wellega,ET0418,Oromia,ET04,34.710748,8.757408
45389,Lelo,{44887BC7-418C-4E29-9C52-277FE315A22D},Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,35.178300,8.972790
45411,Arere Danbal,{79A4C41E-6342-4448-ADCC-0F5A8979E531},Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,35.245687,8.988600
45416,Babo tulu abba bori Gebaya bota,{DBA7B886-D440-4A83-9970-B08FE37A999E},Dale Sadi,ET041808,Kelem Wellega,ET0418,Oromia,ET04,35.205677,9.095420
45635,HORO KUNDI GEBEYA BOTA,{D85C161E-3A7D-4C85-8603-CF9FF69213CA},Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,34.665753,8.958397
45652,BIKILTU ABOTE,{46324A30-AFBF-4BEB-A475-6D4E736811E0},Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,34.561679,9.077053
45670,UNE HORO DHAYE,{44624645-18DF-4DC1-B3B0-09A0D9068B9A},Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,34.683697,8.978806
45728,BUR EHUD GEBEYA CENTER,{607DDF54-7EC5-482B-8A84-0A0A46777A98},Gidami,ET041809,Kelem Wellega,ET0418,Oromia,ET04,34.538431,9.015539
45871,YE ATO DEBELA REGA'A,{C6F0C388-2571-44F1-A77B-14A2FC1522FD},Jimma Horo,ET041810,Kelem Wellega,ET0418,Oromia,ET04,34.722370,9.044452
45931,SARBA,{83F86E00-5E52-4D08-952B-55EA2424B33C},Lalo Kile,ET041811,Kelem Wellega,ET0418,Oromia,ET04,35.310218,9.001013
45962,BONSA KUYU KEBELE,{F96C1244-5455-4A54-8D3F-BF4BEA3216B4},Lalo Kile,ET041811,Kelem Wellega,ET0418,Oromia,ET04,35.302097,8.854242
46617,Kaara1,{2405D6DC-3989-4B83-BBD0-41B8D06C4547},Horo,ET041901,Horo Gudru Wellega,ET0419,Oromia,ET04,37.068860,9.457992
46382,Watiyo Gebeya Bota,{AC7EA699-F8C2-4DAA-AECB-42334247AAF9},Guduru,ET041903,Horo Gudru Wellega,ET0419,Oromia,ET04,37.530298,9.398903
46227,Kubsa,{285DE4D0-F28C-452B-A1D9-9F2ED0E70D70},Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,37.515267,9.754833
46255,Kubsa,{FA0CF320-D602-459A-9178-2983168825D3},Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,37.515267,9.754833
46283,Kubsa,{83F1E3EC-C715-4840-AC5D-52E7B52BBB40},Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,37.515267,9.754833
46311,Kubsa,{38A77E5C-D938-47F3-91A9-98B9801CB796},Ababo,ET041904,Horo Gudru Wellega,ET0419,Oromia,ET04,37.515267,9.754833
46780,KUISA GEBEYA BOTA,{FAA9D6F5-ECC5-4E83-BA93-69D2758CED81},Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,37.413920,9.787493
46788,LAGA GABA,{B7E6DF05-11DE-4678-9875-CEB84F6C214A},Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,37.276534,9.750202
46789,HOMA KULKULA,{80B4A6F6-2371-43DE-95D5-8DBFA755E5F2},Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,37.277003,9.767913
46810,GABAYA KUYISA,{94F4ED5B-6F29-4596-80AE-32A386D0085E},Abay Chomen,ET041905,Horo Gudru Wellega,ET0419,Oromia,ET04,37.415100,9.785348
46587,Geba robi Gebeya bota,{B708540B-0260-417A-9DC6-9537A678718E},Jimma Genete,ET041906,Horo Gudru Wellega,ET0419,Oromia,ET04,37.116341,9.484934
46483,Market Center,{347F006B-EE33-49D9-859E-DFF0261616CE},Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,37.287873,9.243649
46496,Bedaworke merket center,{F0D91224-468A-4D35-B6E3-8C3902C4982A},Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,37.239208,9.230668
46519,Market Center,{66CF23DE-258E-47CF-8323-46E27C771E4B},Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,37.287873,9.243649
46532,Bedaworke merket center,{E78CDFE6-A6B8-4913-BF97-995F950F2C00},Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,37.239208,9.230668
51380,Facase Gabeya,{AA210D25-4B17-4845-9180-494CA49F55E3},Jimma Rare,ET041907,Horo Gudru Wellega,ET0419,Oromia,ET04,37.364282,9.158716
46352,Ye Senbata Market,{BF7AEF43-12BE-4577-8F0C-A08A0BF8A010},Amuru,ET041909,Horo Gudru Wellega,ET0419,Oromia,ET04,37.060583,10.161352
46660,Wobance market Center,{89BCFC9A-AA1B-42E5-8C99-B691E4A9BE61},Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,36.847037,9.534523
46677,Ihud gabiya,{D08F612C-F2CA-45AF-872B-D9F0B7730B35},Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,36.816738,9.678763
46714,Sagno gabiya,{820C7B98-FA05-435A-BF7B-EC7BDAA53E1E},Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,36.757143,9.561443
46730,Mander 20,{E737DF46-DC06-45F3-B566-99F7B117E4FD},Abe Dongoro,ET041910,Horo Gudru Wellega,ET0419,Oromia,ET04,36.723083,9.534058
46386,Fachase Gebiya bota,{50B33E52-81FC-4A5E-8F11-E3DAD3A552CD},Choman Guduru,ET041911,Horo Gudru Wellega,ET0419,Oromia,ET04,37.312987,9.402518
46406,Chambe,{6CA9E2F1-6698-4A4D-A98A-8F76F5E2EA73},Horo Buluk,ET041912,Horo Gudru Wellega,ET0419,Oromia,ET04,37.153773,9.668467
49545,ROBI,{D2886A9D-F7B6-4E90-A26C-07A735AFB2E6},Sebeta Hawas,ET042006,Finfine Special,ET0420,Oromia,ET04,38.747498,8.625472
52317,Kidame Yegabia bota,{6BF682F5-151F-47B6-8923-A37A8909E74A},Sebeta Hawas,ET042006,Finfine Special,ET0420,Oromia,ET04,38.692962,8.689447
52322,Dika Dangago kamisi gabaya bota,{BCB01209-11E0-4689-AAC9-4E94B4B6F103},Sebeta Hawas,ET042006,Finfine Special,ET0420,Oromia,ET04,38.697884,8.784874
52697,Roge Abu gebiya bota,{01ABC7EF-0EF6-4EFD-91B8-43E5B1E5F13F},Bereh,ET042011,Finfine Special,ET0420,Oromia,ET04,38.985713,8.965050
52703,HOJA DURE KURA JIDA,{DC7B38B9-7824-451E-B438-BB8ED1B66889},Bereh,ET042011,Finfine Special,ET0420,Oromia,ET04,38.933039,8.989575
52578,ROBGABAYA GEBEYA BOTA,{F97AFEA5-5888-41DF-898C-676B9599FB0D},Sululta,ET042013,Finfine Special,ET0420,Oromia,ET04,38.693380,9.334427
52630,MUGER GEBIYA BOTA,{98CE501F-4DB0-4883-A256-BB26519EF4D8},Sululta,ET042013,Finfine Special,ET0420,Oromia,ET04,38.585392,9.488423
52463,Merikos gebiya bota,{25A752F6-101E-4576-B62E-176C5C0330AB},Welmera,ET042014,Finfine Special,ET0420,Oromia,ET04,38.546243,9.035512
52464,lafa gaba kamisa,{849197F1-C60C-4BD5-A81A-85D53E56DCA9},Welmera,ET042014,Finfine Special,ET0420,Oromia,ET04,38.442460,8.938550
52490,Te Telacho Gabiya bota,{FB87905B-2A65-485C-9A2B-2214F87BB0AB},Welmera,ET042014,Finfine Special,ET0420,Oromia,ET04,38.464848,9.172490
47241,ye Safoge  gebya bota,{7D42EDA7-BE5D-4DDB-ACEB-572BD1125E95},Gololcha Bale,ET042101,East Bale,ET0421,Oromia,ET04,40.384802,7.348435
47294,Dobi Gebeya bota,{B035E28E-C379-4BA9-9DE9-80AD9E29F28E},Gololcha Bale,ET042101,East Bale,ET0421,Oromia,ET04,40.531368,7.432012
47321,Buria gebeya bota,{4BA8B911-9B30-4F29-BCBD-D4BDD1CFA24D},Gololcha Bale,ET042101,East Bale,ET0421,Oromia,ET04,40.753302,7.563578
47435,Harkiso,{396AE71D-B0F4-43E1-B4EB-5C07EA5EF5C7},Lege Hida,ET042102,East Bale,ET0421,Oromia,ET04,41.182282,7.990772
47116,karamegene gebea,{F2FB8349-5B2F-4901-9091-D244EB9224A9},Ginir,ET042103,East Bale,ET0421,Oromia,ET04,40.415113,7.225680
47150,akash,{E0F410D8-5714-48D5-9278-827DC114DF04},Ginir,ET042103,East Bale,ET0421,Oromia,ET04,40.615047,7.197277
47217,yeketeti gebeya,{42769DDD-1854-48CA-9D26-B9D0B9576B23},Ginir,ET042103,East Bale,ET0421,Oromia,ET04,40.826827,7.137750
37578,taywan,{96F597E6-1621-4B63-AFCF-33CF1A887AF9},Degehamedo,ET050301,Jarar,ET0503,Somali,ET05,43.074401,8.004514
37553,abdulahi shop,{5ACD4344-FC71-4711-9EEF-5EA8AD63C0F9},Ararso,ET050395,Jarar,ET0503,Somali,ET05,43.440631,8.833957
37390,WITKAL KEKELE YE FIYEL GEBEYA,{A5B2A163-08A1-4753-9452-437EBBAD9A95},Barey,ET050807,Afder,ET0508,Somali,ET05,42.792902,5.013051
37904,Boriyale Kebele Yekebit   Gebaya Bota,{4FBDEC32-7A8E-4E14-884C-1946896415BE},Dolo Ado,ET050902,Liban,ET0509,Somali,ET05,41.837005,3.978609
37915,Ye Helewoyne Market Senter,{85530A6E-3AB7-472F-B3AA-EB7B279F689E},Dolo Ado,ET050902,Liban,ET0509,Somali,ET05,41.859488,4.367475
47024,ye fursa gabaya,{96A23A2F-79E2-4084-86CB-DE51DF89A009},Goro Baqaqsa,ET050903,Liban,ET0509,Somali,ET05,41.132056,6.333461
