OBJECTID,Cn_Name,GlobalID,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,x,y
1639,Ye Enguela Ye Ato Tadese G/meskel,{A3AFDA47-1F1C-4974-A117-07EC74B3DBED},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.138427,14.110940
1640,Ye Enguela Ye Ato Brhane Atalay,{B34A0950-703F-461D-9306-BF931887B6F3},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.139480,14.109723
1641,Ye Enguela Ye Halka Tesgay Meles,{ED4EF077-DC24-41D0-A949-4FF74C5EE647},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.142112,14.108878
1642,Ye Enguela Ye Ato Guesh W/chal,{D4007F46-EB75-41FA-A59A-7F08DB99B02A},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.141133,14.108332
1643,TESFAHUNEY KNFE ARAYA,{104C0E5F-03FE-4462-AEA5-A562C184CCD4},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.955683,14.025538
1644,FISSHA GEBRIHET,{8FD9F64C-644D-48CA-ADDA-9E26CCFDBE63},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.955978,14.024800
1645,TESFAY G|MEDHN,{41191367-CBE7-4260-8A61-3B3DDAC02AD1},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.948758,14.015715
1646,WELEABEZGI DEBEB,{AB781F0C-2723-4C00-89D6-0ABFAD39C324},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.947730,14.015445
1647,M|teuo Wendyeferaw Gebera,{CE0F881A-7DD6-4BE4-94CA-7D29FF883A05},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.048320,13.997563
1648,Yato Terkegn,{7D2B73A2-7E6C-4B4C-BBEB-428331E8507F},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.985000,13.957023
1649,Yato Baheray,{6DFECDD2-2260-4F20-B291-684EFE53CE69},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.982700,13.956417
1650,Kes Eumu M|teuo,{884A4B6C-6733-48A1-A271-A078F31DD077},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.042338,13.984339
1651,Yato W/geberal,{7E5B27F4-2DC7-4BD9-9013-3F95509E62B9},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.982504,13.956024
1652,Yato Yamene IND|selase,{8022B9C0-EE6A-4256-B644-75DF592E617A},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.995374,14.078039
1653,Yato Seleman Eseman,{99D777D7-D400-47E5-A9F6-079F6F7EF65F},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.981733,13.959713
1654,Ato Yanshat Beserat IND|A|Argawe,{DD6DF2FA-7946-44AA-9A45-512B4DC2AFE7},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.955774,13.965538
1655,Yato G/medhen,{2FF6D378-DEDB-436B-99E4-648BEAD588B7},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.981828,13.958020
1656,Kebele Lemate,{BA1DB11F-AE01-4415-A7D3-F58C845A29E2},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.982569,13.957756
1657,Yato G/hewat G/hed M|teuo,{8EBBE63E-EC6A-4304-8AAF-CDBD42FD4728},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.037833,13.997685
1658,htsats police  post,{91AA2833-8E80-4720-B702-3B4507FA9D7E},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.961893,14.094142
1659,shambel gereziher  wefcho,{087A9BCA-B0C0-4BCD-A8D0-D4A697797109},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.961690,14.095073
1660,tsegay ftwi Wefcho,{7A740426-702E-4CB0-9A70-30D29637BEE4},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.097858,13.998528
1661,mekonen g/mariam,{03A08314-A214-4AFC-944E-1380292AE366},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.962082,14.094463
1662,Mebrahtom,{F239DA97-9A08-4257-8563-0AE784C57708},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.130652,13.981283
1663,G/amlak abrha  Wefcho,{D721339D-D6A1-443B-8572-9A96F676A933},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.942772,14.061315
1664,mayshak  police  post,{6622433F-4BB9-42A3-9A03-5DBA810363AB},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.114567,14.019307
1665,negasi atalay,{868773A6-4F27-4564-B835-05380BAAF9B9},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.116207,14.024458
1666,Haleka G/zgiher Kidane,{D3FBB804-912A-412B-B7A2-C4839A516F71},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.960973,14.097553
1667,YeG/hirAberha,{E48B3201-BF9F-4820-8351-EE646C798D38},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.956227,14.096603
1668,Hetsate,{AA4CEEAD-F2C6-4558-B3EE-8A988BFF61A7},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.959530,14.098318
1669,Ye W ro Gergesa G/lase,{EE5F1C66-6924-4504-9DEC-059F9557F1C4},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.960435,14.100055
1670,Ye Ato Guesh Welay,{58FAC6AF-E153-4212-8AAD-02F9BB3D830F},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.956933,14.098145
1671,Ye KisH/abe G/maryam Hetsate,{D13D800C-A879-414C-8780-8115E18CE3A6},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.958243,14.095457
1672,Ye AtoT/berhen G/hier,{F1D09408-4271-4A5D-BB36-CE7A1CC39E44},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.957837,14.099702
1673,berihu gebrihiwet haylu May Kolonkal,{F8B65380-1665-49DA-81A1-1956DA26FC48},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.097282,14.033505
1674,Kis Awethey G/mikal,{0C8D9965-F7FA-4A62-B174-A58FF236244F},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.962670,14.093308
1675,Ye G/tsadiek Sebhat Sebhatleab May Kolonkal,{3AD92F5B-F2FF-41B3-AE1B-414B64DA4FD6},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.114222,14.020878
1676,Hetsate,{A67FD0DE-70D0-4F29-978D-193D97559522},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.960523,14.094773
1677,Humerit yeG/amlak  Aberha,{B8414722-4166-48B5-ADB3-9D763259E96E},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.943879,14.062529
1678,Ye  Berihu Welu G/yesus May Kolonkal,{3FCA2639-C605-4511-B3A0-512C3F053D1E},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.114978,14.022542
1679,May Sake,{7E9D98AE-0B12-4202-99AB-18DB6AD7D1BC},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.114582,14.019428
1680,Yato Hagos G/tsedeke,{1C7CDC84-9ABA-4DAA-84DB-B0E070D79AF0},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.042400,14.088136
1681,Kebele May Berbera,{A3F457C1-B746-459B-AE99-0512D3ED8703},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.040738,14.088042
1682,Yato Tsegab Hayla A|G|maryam,{C8691AD4-59BA-4689-BCE2-B47C57323716},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.033823,14.103078
1683,Nguse Kahsay,{1EE7C7EA-AC6C-4F8D-941A-49D814DA86FD},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.033873,14.050132
1684,Gdey Gerlase,{1F329C04-374E-4AA2-B8F4-7C3A94F3EFFD},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.034418,14.047577
1685,hbret,{19E78FAF-4942-48FE-8999-2A29430B1252},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.032322,14.048658
1686,BERHE FETE,{58469E17-6F17-415D-A03E-2C5821A47835},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.032277,14.046020
1687,Awo Ye T/brhan Amare,{D6975849-94E6-4DB1-9D96-160E359F93B7},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.993548,14.117043
1688,Ye AtoZeray Negash,{4449408E-96F0-4DD5-A1D7-9CB4E219248D},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.989255,14.115310
1689,Kushaba Ye Kis Kiros Hagos  Berhe,{2C85014C-D232-4EC9-8D1A-D85CB400F176},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.993165,14.112692
1690,Ye   LegesaW/hareyat May Tsetser,{F257FEF2-8325-49F7-BA6F-5747B4C6DDA0},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.951223,14.082662
1691,Awo YeAto Gidey Mekonen,{BF071E93-C27D-4359-84CF-51AA4F9C4A41},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.988435,14.115632
1692,Awo Ye Ato Hadego G yesuse G chal,{966ABB81-20AA-4019-9DE3-5D5C2DE27F02},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.987135,14.114788
1693,Ye May Tsetser,{3E4D34B5-FD2D-4E23-BF89-A8C662559C2B},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.913762,14.064812
1694,shewit  desaley wefchobet,{41D9DEBD-65CC-489A-84BD-F53709E6C371},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.927567,14.085617
1695,Guash  Kidane,{8020C482-85B3-4333-90D2-768F881DC759},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.965512,14.071415
1696,berhe arafayne,{D9F679B8-51C2-44D6-8534-90D46F676E3A},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.763995,14.070470
1697,dejen kebede wefcho bet,{EDD59577-95D3-4009-88A1-537DB8ACD465},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.763987,14.070187
1698,Dedebet,{DBA60E78-5D3D-4CCE-91EE-D92EB16344C9},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.760897,14.071565
1699,Ato Resom Beyene,{5EC9E7DB-43F7-41B0-B843-C74532D09183},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.762445,14.074112
1700,Ato Aberhley W/geberal Wefch bate,{8512F181-C6F6-4D84-8E10-5C330F8F3D12},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.762299,14.069754
1701,Ato Mengesh,{D43B8F21-568A-49B1-B623-DEBEC4495564},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.763031,14.073062
1702,Dedebet,{7B0C3106-A247-431A-B606-58C2D463BF9E},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.762289,14.070044
1703,Negasi abay,{E6E7F6FC-B540-4403-BFDB-73976393C6A0},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.769066,13.980387
1704,AdimehemediYeAto Tekele Tadele G/maryam,{69F537C7-C4D9-42C2-A1D7-923BFBDF3DBB},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.824220,13.995947
1705,BERHE KAHSAY HAGOS,{C9E545DF-1EB2-4630-804A-A532FDD44F02},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.841638,14.038293
1706,G|MEDHN BELAY,{0FE794FC-CE41-4F11-BAE5-B6D9AB5597CF},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.829640,14.041088
1707,tsegay asgedom,{D7088A59-72DB-400E-9C66-E641E964C22D},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.750620,14.029558
1708,Adimehemedi  Ye W ro Zemam G/libanues,{E6900E19-562D-45C5-B5AB-1622AD40A208},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.824988,13.996403
1709,Adimehemedi Ye Ato G/nseaW/maryam,{7B36FBAA-6F5D-4BB9-B0F0-4478A11CACCE},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.823938,13.998505
1710,Yeato G/hier Berhe,{FEE3C969-150E-44B8-803D-68594D103926},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.825477,13.995253
1711,Adimehemedi Ye AtoGuesh Sebhat,{692ED946-724A-4F98-9516-4170C03FB1F5},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.824262,13.996113
1712,teklu g/giorgis,{86723347-8B3D-49C8-AEA4-2D69629EE84D},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.717431,14.008794
1713,Yato Aberha Melese,{F967AC7F-21FF-42BA-A383-6261EED3599C},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.716955,14.011242
1714,Ykes G/tensay G/ezege,{2030313B-17E1-4669-911D-8BC01C0B6C1C},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.714743,14.009275
1715,TSELIMO,{BC9EB7DA-C896-4338-9965-F0ADD5403B54},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.706422,14.011052
1716,Maylam,{C89F6B3A-DB94-4400-B720-E3F0933EEDC1},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.895120,14.136085
1717,hafte g/medhin,{CEDC9910-1FDC-4175-812E-1AFFBEA705FF},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.950945,14.122617
1718,w/aregay hayle,{D3DF7B87-A2B8-4F2F-9E1A-705DCCA6140C},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.950048,14.124432
1719,Ato Geday G/medhen,{D241BE54-83ED-4975-8085-BBF9397C5825},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.012447,14.146147
1720,Yato Geytom Mersa Semrt,{82C4C184-70F7-4E34-BC64-7C52BE756C36},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.989530,14.135905
1721,Yato G/medhen Tadese,{4D7F5B3D-36EF-405D-98B3-C69032F5FA52},Asgede,ET010105,North Western,ET0101,Tigray,ET01,38.016052,14.146381
1722,Haleka Tekeseta Semrt,{1C35C923-AA46-4259-8475-0ECE206CA759},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.985105,14.134918
1723,SEMRT,{83194A37-9AA3-478D-A7B9-CBC222ED85B8},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.985137,14.135848
1724,Yato Mulule Abera,{418B5972-0F15-4FA1-8479-786EF9EA17E4},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.985967,14.136650
1725,Yato Haleka G/medhen,{9DC8E0DF-60BD-473D-96A3-8A9B299973F4},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.986612,14.137008
1726,Gdey  rlase Wefcho,{DC1EC108-BBDE-4883-A307-0C37A9A52D67},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.873310,13.988687
1727,Tsegay Teklay,{C96121DD-C713-4090-9EE3-4C45396AB0FF},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.871980,13.988845
1728,Haleka  Tekliyergis,{7E308794-E2DA-4ED6-B23C-FD13C4271133},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.796475,13.957825
1729,Teklu  Muruts  wefcho,{3B8528C2-D279-415A-B617-F9270126050A},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.798225,13.959343
1730,Beyene  gebre wefcho,{7F560758-7688-4D48-936C-4CE908F31F99},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.805202,13.956718
1731,adimehameday,{66793B7E-93A3-4245-8D13-55E2A778564C},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.827767,13.994785
1732,Hagos  Mekonen Wefcho,{06BAA551-5C18-4D91-A6E5-82A4C67A6881},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.869170,13.992423
1733,dagnew  ngusE,{501B7A67-DA42-4401-BBE0-63BA944B41DE},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.882123,13.963302
1734,Negasi  tsehaye wefcho,{0611642F-C587-470A-8DA8-8AFC0D27E039},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.827477,13.994528
1735,Adimehemedi,{A2C361E6-1EB2-494E-B1D9-899E44548608},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.828155,13.996125
1736,Sifera Maryam Ye Teshager Atakelti,{3CD23B76-8DD3-4ABA-B4AD-4EE6878EDFE9},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.846403,13.941868
1737,Sifera Maryam Ye Germay Kidane,{17AD68D6-DA65-40C7-9F02-9C3154922478},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.850975,13.982447
1738,May SagelaG/tensay G/mesekel Wofchubiet,{C7AF4027-415F-4B9C-AEBA-99E94E4F2C45},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.847040,13.952745
1739,Adimehemedi Ye Yenta Zeradawit,{E37D4633-CBD1-494F-95D8-44415EFBEDB8},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.828262,13.999593
1740,Adimehemedi Ye Halka Hadush G/hier,{B7B2602C-BE69-4E13-8AB5-B7BC5303843D},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.827795,13.995590
1741,Sifra maryam Germay W/geberyal,{6FCCD9BC-C0DD-44C9-A481-EFFECA3CA7B9},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.846528,13.951685
1742,Adihelena Ye ato Atakelti Fesha,{A59C8D10-3B9E-40DA-A490-3DAFD1AFC3E6},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.779818,13.906153
1743,Adimehemedi,{E673AD39-6AC4-4620-835D-BBF65754DEE7},Asgede,ET010105,North Western,ET0101,Tigray,ET01,37.836488,13.987743
4417,May Ayni,{D5BD066F-8A93-4171-83BE-A92583C3B920},Tselemti,ET010106,North Western,ET0101,Tigray,ET01,38.174740,13.692748
4309,ABAKO MARKET,{70495C48-6DBC-4F2F-8B53-D05A586A7B21},Dima (TG),ET010115,North Western,ET0101,Tigray,ET01,38.426032,13.606617
4379,sekota maryam,{70101FF1-4101-4834-847C-88449D8CB124},Dima (TG),ET010115,North Western,ET0101,Tigray,ET01,38.280363,13.566985
3836,KEBELE ADIHUTSEA,{0EC256E6-DB21-42A6-9D17-2BFE6F3130A4},Adet,ET010207,Central,ET0102,Tigray,ET01,38.649904,13.975239
4743,EDAGA HAMUS,{02B1239F-0914-4A19-8975-ED21C4C4F88F},Endafelasi,ET010218,Central,ET0102,Tigray,ET01,38.948573,14.015798
4686,EDAGA HAMUS,{EACACB79-2979-40A8-B3B1-C7CA6E4DC6B7},Emba Sieneti,ET010219,Central,ET0102,Tigray,ET01,39.186423,14.050735
3524,sewine,{819EACD4-7ECE-44D1-A190-8D0172A62E7E},Saesie,ET010303,Eastern,ET0103,Tigray,ET01,39.719200,14.289901
3208,Sebihi Endedo,{0DC67163-F0D7-4DBD-AEA9-EE9E69082421},Ofla,ET010408,Southern,ET0104,Tigray,ET01,39.532730,12.636400
3244,Fala Yebera Gebeya,{9178BB66-2756-4287-8AB3-13772ED7B21A},Ofla,ET010408,Southern,ET0104,Tigray,ET01,39.401728,12.501762
3271,Lat,{24F6BD31-3C2C-4A56-B567-09470B48E062},Ofla,ET010408,Southern,ET0104,Tigray,ET01,39.414493,12.443795
3390,Adi Meteri,{176469A2-B197-4E18-BBDD-B9443AF11306},Ofla,ET010408,Southern,ET0104,Tigray,ET01,39.358420,12.657480
3434,hadaeliga,{4719895B-9073-4971-A484-2F49F1B4F947},Chercher,ET010414,Southern,ET0104,Tigray,ET01,39.768912,12.628439
2454,SHIGLIL,{40F2B327-B64E-4E2A-9876-9909BCB177F0},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,36.800362,13.762930
2481,MHERT GEBEYA,{D45E1F52-6CB4-4841-B37D-4AA2181496AA},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,37.213409,14.084609
2488,SUR MERT GEBEYA SELIT,{E79B861D-46ED-4B62-8556-59A794BB5250},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,36.951482,14.114717
2499,WHDET,{379FCE27-5A1C-46F4-ADFC-FFF9DFE98287},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,37.122527,14.046605
2511,ADI HIRDI,{B3740762-0990-4D50-BFC1-009687B04E6F},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,37.134094,13.907294
2561,KETENA-2,{6D865998-52BF-4703-BB2F-BCE5B253677A},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,36.886756,13.867719
2565,SELIT GEBEY,{E621E62B-FF04-4A7B-968E-48038CDAA928},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,36.930135,13.784347
2610,Mesret,{A4A23849-CB79-4BF9-A920-1BA8266A1A96},Kafta Humera,ET010501,Western,ET0105,Tigray,ET01,37.312007,14.163740
4474,Adijamos,{BA7988ED-6096-4656-8CC3-6B98519A990A},Welkait,ET010502,Western,ET0105,Tigray,ET01,37.448088,13.820710
4566,Dejena,{85D73CB9-B5B8-405C-9127-96FB266657AD},Welkait,ET010502,Western,ET0105,Tigray,ET01,37.357424,13.682811
4125,EDAGA SENUY,{0C7DD5BD-985A-41BC-A02F-DD295105CD30},Tsegede (TG),ET010503,Western,ET0105,Tigray,ET01,37.374444,13.436510
4132,HILAB YEGEBEYA MAEKEL,{E8618F37-EC00-4835-8F15-3AA99D1258EE},Tsegede (TG),ET010503,Western,ET0105,Tigray,ET01,37.131136,13.529376
4195,MRT GEBEYA MAY ARKAY,{B999A0D8-8A61-4B2B-AE25-CF97EBF8D059},Tsegede (TG),ET010503,Western,ET0105,Tigray,ET01,37.675580,13.604718
4533,Awra,{1457081A-87A1-47CC-8754-5E3F934C5CA9},Awra (TG),ET010507,Western,ET0105,Tigray,ET01,37.272208,13.624238
4462,KORARITE YEGBYA MAEKEL(KUDAR),{959D8D90-11E6-4103-92CE-40FB6834A440},Korarit,ET010508,Western,ET0105,Tigray,ET01,37.514575,13.845788
3584,Wemberet Adikeala,{50103193-8E4C-4712-A5C9-FC0BF56FF74F},Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,39.280801,13.328246
3585,Wemberet Adikeala Yebera Gebeya,{AC144FD8-12A5-48C0-8F40-96A6EAAF293E},Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,39.282217,13.329923
3618,Tesh,{A61E8CB1-183A-4E75-A721-C44D972CEB5E},Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,39.179710,13.357433
3662,Daero Feras,{005EA5A1-A31D-470B-A560-39B785B26552},Saharti,ET010601,South Eastern,ET0106,Tigray,ET01,39.176297,13.409195
2302,AKEBTELI GEBEYA MEHAL,{B6B9838F-AA27-4D75-B01F-7C0D73566F68},Enderta,ET010602,South Eastern,ET0106,Tigray,ET01,39.344336,13.385674
2297,edaga seni,{8970D9AB-564B-4348-A4C4-EA5FBC95681F},Hintalo,ET010603,South Eastern,ET0106,Tigray,ET01,39.403707,13.254508
2386,MAY NEBRI MEHAL GEBEYA,{428471C5-C220-4753-96E8-F8B4CB3B2F65},Hintalo,ET010603,South Eastern,ET0106,Tigray,ET01,39.496833,13.138368
3576,Finaruba,{6A0BF756-AE4E-4C6F-8395-C7C73417E231},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.024666,13.102322
3607,Atsgebta[edaga soni],{F7830070-D48B-4BCA-9A8A-027C3C5B8554},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.259971,13.296638
4777,FRTATKU,{51A13766-1880-449B-92A6-92B9092F9BDD},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.177276,12.947778
4780,ye frtatku kebele  gebeya,{71F59219-98B4-4F86-8197-BC9AC5F8C964},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.176562,12.947923
33755,FRTATKU,{FDAF5AB8-1C5B-46E9-AD0B-014AF2522E59},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.177276,12.947778
33758,ye frtatku kebele  gebeya,{E1AC8655-030A-48C3-8EC1-63B1D089DC9A},Samre,ET010606,South Eastern,ET0106,Tigray,ET01,39.176562,12.947923
2425,Maymekden,{A700926F-5854-4752-B34C-42F1B20271A3},Mekelle,ET010701,Mekelle,ET0107,Tigray,ET01,39.570673,13.579148
720,UNDA GARA YENSESAT MESHCA,{5912CE05-02F9-4DC2-A521-FAD227F7B7F0},Chifra,ET020106,Awsi /Zone 1,ET0201,Afar,ET02,40.024336,11.666360
865,Ala Kebele Ye Ensisat gebaya bota,{D19893FB-668B-4715-A682-D78ECB6F97EF},Berahile,ET020205,Kilbati /Zone2,ET0202,Afar,ET02,39.892164,13.690089
919,YETOYB MEHAMED SUK,{7C7CD929-B99D-4AFD-88C9-1DC63E555AF4},Arguba,ET020306,Gabi /Zone 3,ET0203,Afar,ET02,39.889507,9.719697
36655,ye meney wonbergie gebiya makel,{C79AB2B4-5851-4C0C-9485-BAD6DE9D197C},Addi Arekay,ET030101,North Gondar,ET0301,Amhara,ET03,38.189086,13.416702
37046,tirahina kidamie gebeya,{DF213252-B289-4FCB-90BF-726003920F2E},Debark,ET030104,North Gondar,ET0301,Amhara,ET03,37.750666,13.249755
36870,Ajre Gebiya,{5C693E82-E205-4D0B-96A3-E444497FD60B},Dabat,ET030105,North Gondar,ET0301,Amhara,ET03,37.613470,13.153253
36896,Fenedeka,{997BD4C0-F61A-4335-AB7A-5EAEE9CDE123},Dabat,ET030105,North Gondar,ET0301,Amhara,ET03,37.606392,13.016455
29120,kedamie Gebiya,{54EE16FF-2FAF-4868-95B3-10CB5049DB90},Libokemekem,ET030202,South Gondar,ET0302,Amhara,ET03,37.737318,12.280887
28741,kedame gebeya,{3C515723-C894-401B-B622-89B40918A815},Tach Gayint,ET030206,South Gondar,ET0302,Amhara,ET03,38.642211,11.462398
30075,GENTA GEBEYA,{51CBFE71-D36D-475C-B352-195FD9020F96},Andabet/ West Esite,ET030211,South Gondar,ET0302,Amhara,ET03,37.850787,11.356102
33170,ABORA,{6AD96702-B559-4387-80DA-CD41C395652D},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.672830,12.079043
33183,KIDAMA GEBAYE,{67BA5F01-FCB9-48D7-8216-82982145D2D1},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.621217,12.077778
33208,ZOBEL,{1AC8BC40-A1F0-492D-AA90-F015A060BB9F},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.750773,12.170535
33217,GATIRA,{B8CBCBF8-800E-4D8A-B38A-2F165345B2C5},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.749428,12.123583
33231,GOSAMBA,{D18CA1F2-886F-47AC-BF43-DC46756191E7},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.463427,12.082865
33232,SIGAMESKEYA,{015A989E-160E-4F08-BB6F-77BA5220CA71},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.456588,12.110250
33250,JEMEDO,{1D8889F9-633A-4A35-A464-8532C3189A1C},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.415932,12.271503
33261,MAKISEGNOGEBEYA,{834E1072-A725-44A2-8996-D8FA1E1D10E0},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.703588,11.990395
33265,WORKE,{FF3343DD-55AA-459B-9282-67B0752CEA2A},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.776113,11.980365
33280,"014/hamusit/",{801B9DB3-6546-4AB3-9F8A-8D3F1A82EAFA},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.552697,12.032125
33307,KALIM,{9E01134E-ABF3-408D-9552-0BDB00A91112},Raya Kobo,ET030302,North Wello,ET0303,Amhara,ET03,39.537736,11.918138
32737,kebero meda,{FEE220D1-4134-4275-BA41-1DE910428D25},Gidan,ET030303,North Wello,ET0303,Amhara,ET03,39.352893,11.912698
